City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Provideniya,RU,64.3833,-173.3,40.14,97,100,4.5,overcast clouds
348,Yulara,AU,-25.2406,130.9889,46.24,66,100,6.91,overcast clouds
349,Mehamn,NO,71.0357,27.8492,46.58,61,0,6.91,clear sky
350,Garissa,KE,-0.4536,39.6401,79.99,52,38,19.44,scattered clouds
351,Salinopolis,BR,-0.6136,-47.3561,82.18,78,28,8.46,scattered clouds
352,Kaliua,TZ,-5.0606,31.7936,70.03,49,60,5.48,broken clouds
353,Luanda,AO,-8.8368,13.2343,77.0,78,78,6.91,broken clouds
354,Malacatancito,GT,15.2167,-91.5167,74.3,68,75,0.0,broken clouds
355,Samarai,PG,-10.6167,150.6667,79.18,84,100,9.19,overcast clouds
356,Te Anau,NZ,-45.4167,167.7167,34.39,94,25,1.43,scattered clouds
357,Rexburg,US,43.826,-111.7897,76.26,27,1,9.22,clear sky
358,Onufriyivka,UA,48.9072,33.4487,67.17,92,93,8.41,overcast clouds
359,Chabahar,IR,25.2919,60.643,86.76,79,0,9.42,clear sky
360,Silvan,TR,38.1419,41.0081,71.89,24,0,7.18,clear sky
361,Nuevo Progreso,MX,23.1667,-97.95,90.59,71,75,16.04,broken clouds
362,Andenes,NO,69.3143,16.1194,55.08,87,75,11.5,light rain
363,Dosso,NE,13.049,3.1937,100.83,22,16,4.36,few clouds
364,Kamaishi,JP,39.2667,141.8833,59.52,92,62,6.06,broken clouds
365,Hauterive,FR,46.0901,3.4459,78.03,63,99,2.91,overcast clouds
366,Nanortalik,GL,60.1432,-45.2371,37.94,81,49,1.23,scattered clouds
367,Kemi,FI,65.8596,24.8228,58.77,67,0,9.22,clear sky
368,Vilnius,LT,54.6892,25.2798,76.08,41,0,4.61,clear sky
369,Obera,AR,-27.4871,-55.1199,54.54,52,68,3.2,broken clouds
370,Maputo,MZ,-25.9653,32.5892,71.28,89,0,4.61,clear sky
371,Leningradskiy,RU,69.3833,178.4167,36.55,92,100,6.26,light rain
372,Izhma,RU,65.0083,53.9113,47.84,77,70,1.99,broken clouds
373,Mitu,CO,1.1983,-70.1733,79.36,86,69,3.53,broken clouds
374,Pelym,RU,61.0108,61.9978,56.16,53,78,6.98,broken clouds
375,Trinidad,BO,-14.8333,-64.9,69.78,68,75,11.5,broken clouds
376,Roxana,CR,10.2753,-83.7513,92.03,57,93,3.69,overcast clouds
377,Sidi Ali,DZ,36.0998,0.4206,71.65,58,41,4.47,scattered clouds
378,Barabinsk,RU,55.3571,78.357,63.37,90,18,7.54,light rain
379,Najran,SA,17.4924,44.1277,90.25,11,37,5.06,scattered clouds
380,Saint-Joseph,RE,-21.3667,55.6167,70.16,81,37,13.02,scattered clouds
381,Ebeltoft,DK,56.1944,10.6821,77.02,61,12,9.22,few clouds
382,Dalby,AU,-27.1833,151.2667,39.9,65,22,8.3,few clouds
383,San Cristobal,VE,7.7669,-72.225,80.78,59,95,7.47,overcast clouds
384,Nantucket,US,41.2835,-70.0995,75.61,60,1,9.22,clear sky
385,Sapernoye,RU,60.7167,29.9505,62.74,54,32,5.26,scattered clouds
386,Kieta,PG,-6.2167,155.6333,77.11,80,83,3.6,broken clouds
387,Oranjemund,NA,-28.55,16.4333,59.85,71,0,14.61,clear sky
388,Odweyne,SO,9.4092,45.064,81.0,41,74,15.35,broken clouds
389,Tyup,KG,42.7276,78.3648,52.66,92,100,6.53,light rain
390,Alexandria,EG,31.2156,29.9553,75.16,64,0,10.36,clear sky
391,Apiai,BR,-24.5094,-48.8425,56.39,74,100,2.77,overcast clouds
392,Teahupoo,PF,-17.8333,-149.2667,75.16,76,78,18.81,broken clouds
393,Zemio,CF,5.0314,25.1361,69.26,96,90,2.28,light rain
394,Imbituba,BR,-28.24,-48.6703,60.69,74,100,5.77,overcast clouds
395,Moose Factory,CA,51.2585,-80.6094,73.4,40,20,11.5,moderate rain
396,Cacule,BR,-14.5033,-42.2222,85.86,31,40,4.65,scattered clouds
397,Salumbar,IN,24.1333,74.05,86.32,55,87,5.37,overcast clouds
398,Hirara,JP,24.8,125.2833,83.75,86,100,9.04,overcast clouds
399,Khandbari,NP,27.3747,87.2039,73.87,93,81,2.37,moderate rain
400,Kudahuvadhoo,MV,2.6708,72.8944,83.61,74,98,7.87,overcast clouds
401,Komsomolskiy,UZ,40.4272,71.7189,77.72,25,6,2.3,clear sky
402,Paithan,IN,19.4833,75.3833,77.58,74,99,15.17,overcast clouds
403,Stephenville Crossing,CA,48.5,-58.4318,59.13,77,20,21.85,few clouds
404,Santa Rosa,PH,14.3122,121.1114,85.1,82,55,4.09,broken clouds
405,Bystryy Istok,RU,52.371,84.3873,61.79,85,67,4.25,broken clouds
406,Egvekinot,RU,66.3167,-179.1667,34.14,97,100,6.26,overcast clouds
407,Beatrice,US,40.2681,-96.747,95.74,41,1,11.5,clear sky
408,Yegros,PY,-26.45,-56.4,57.88,47,85,7.18,overcast clouds
409,Yenagoa,NG,4.9247,6.2642,75.25,93,100,5.7,moderate rain
410,Raga,SS,8.4596,25.678,71.64,91,97,3.67,light rain
411,Darayya,SY,33.459,36.2374,74.16,32,0,4.03,clear sky
412,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,84,20,14.97,few clouds
413,Epiniana,GR,39.1429,21.6134,61.75,75,56,3.02,broken clouds
414,Port Hedland,AU,-20.3167,118.5667,59.05,72,90,8.05,light rain
415,Yarada,IN,17.65,83.2667,82.72,94,90,10.36,overcast clouds
416,Friesoythe,DE,53.0167,7.85,89.8,88,38,6.31,scattered clouds
417,Filadelfia,US,39.9523,-75.1638,78.57,33,20,4.0,few clouds
418,Mahon,ES,39.8885,4.2658,77.56,88,40,12.66,scattered clouds
419,Northampton,US,40.8754,-75.2499,75.76,35,1,1.99,clear sky
420,Matay,EG,28.419,30.7792,85.98,22,0,10.42,clear sky
421,Solnechnyy,RU,50.7214,136.6319,63.7,83,100,1.97,overcast clouds
422,Nelson Bay,AU,-32.7167,152.15,56.08,71,4,1.01,clear sky
423,Bambanglipuro,ID,-7.95,110.2833,58.6,88,99,4.32,overcast clouds
424,Charters Towers,AU,-20.1,146.2667,61.86,39,71,9.35,broken clouds
425,Kilindoni,TZ,-7.9139,39.6668,77.43,76,98,11.86,light rain
426,Flinders,AU,-34.5833,150.8552,55.18,67,0,10.0,clear sky
427,Nandu,CN,22.8525,110.8233,78.8,90,89,3.67,overcast clouds
428,Bandarbeyla,SO,9.4942,50.8122,77.58,82,91,30.27,overcast clouds
429,Mnogovershinnyy,RU,53.9353,139.9242,45.19,97,100,5.95,overcast clouds
430,Hervey Bay,AU,-25.2986,152.8535,57.04,59,38,3.0,scattered clouds
431,Louis Trichardt,ZA,-23.0439,29.9032,59.2,31,0,0.69,clear sky
432,Coihaique,CL,-45.5752,-72.0662,37.51,80,0,5.75,clear sky
433,Northam,GB,51.0333,-4.2167,67.62,73,44,14.47,scattered clouds
434,Neuquen,AR,-38.9516,-68.0591,37.29,93,75,8.05,moderate rain
435,Bafia,CM,4.75,11.2333,70.77,96,62,4.27,moderate rain
436,Blythe,US,33.6103,-114.5964,109.04,19,1,0.0,clear sky
437,Balabac,PH,7.9868,117.0645,81.66,80,33,6.06,scattered clouds
438,Bowen,AU,-20.0167,148.2333,62.82,72,37,9.17,scattered clouds
439,Wanning,CN,18.8003,110.3967,82.17,89,16,9.78,few clouds
440,Dunedin,NZ,-45.8742,170.5036,41.81,94,84,1.99,broken clouds
441,Kifri,IQ,34.6959,44.9661,89.04,16,0,14.43,clear sky
442,Tasiilaq,GL,65.6145,-37.6368,39.36,75,34,2.73,scattered clouds
443,Mikhaylovka,RU,50.06,43.2379,68.25,71,50,14.92,scattered clouds
444,Kristinehamn,SE,59.3098,14.1081,78.78,53,20,1.34,few clouds
445,Byron Bay,AU,-28.65,153.6167,55.29,64,57,11.45,broken clouds
446,Elat,IL,29.5581,34.9482,83.3,38,0,18.84,clear sky
447,Whitianga,NZ,-36.8333,175.7,50.02,90,11,3.2,few clouds
448,Sale,MA,34.0389,-6.8166,73.42,78,40,6.91,scattered clouds
449,Lata,PT,40.1629,-8.3327,65.05,92,100,6.29,overcast clouds
450,Havelock,US,34.8791,-76.9013,86.99,59,0,4.0,clear sky
451,Lavrentiya,RU,65.5833,-171.0,38.32,97,98,5.61,overcast clouds
452,Mazagao,BR,-0.115,-51.2894,91.45,55,12,4.97,few clouds
453,Lakes Entrance,AU,-37.8811,147.981,44.19,83,100,14.25,overcast clouds
454,Kasama,ZM,-10.2129,31.1808,59.72,43,4,4.23,clear sky
455,Severnyy,RU,50.677,36.5532,73.44,60,0,11.18,clear sky
456,Khrebtovaya,RU,56.7032,104.2494,47.77,85,70,1.19,broken clouds
457,Bar Harbor,US,44.3876,-68.2039,75.52,35,1,11.5,clear sky
458,Richards Bay,ZA,-28.783,32.0377,65.95,88,11,7.31,few clouds
459,Oksfjord,NO,70.2396,22.3479,51.87,85,96,0.34,light rain
460,Kushmurun,KZ,52.4503,64.6311,71.98,50,55,13.06,broken clouds
461,Hualmay,PE,-11.0964,-77.6139,70.86,71,78,9.4,broken clouds
462,Sur,OM,22.5667,59.5289,89.58,60,1,10.78,clear sky
463,Montepuez,MZ,-13.1256,38.9997,70.48,65,100,5.61,overcast clouds
464,Craig,US,40.5153,-107.5464,86.18,21,1,9.22,clear sky
465,Steamboat Springs,US,40.485,-106.8317,84.34,26,1,0.0,clear sky
466,Mangrul Pir,IN,20.3167,77.35,80.29,70,100,11.74,light rain
467,Kerema,PG,-7.9631,145.7785,76.51,89,89,3.0,overcast clouds
468,Fort-Shevchenko,KZ,44.5086,50.263,84.49,44,0,14.23,clear sky
469,Nogales,MX,31.3086,-110.9422,100.31,11,1,14.97,clear sky
470,Lasa,IT,46.6166,10.7002,79.68,82,88,3.8,overcast clouds
471,Caraquet,CA,47.7941,-64.9386,64.98,65,81,9.91,broken clouds
472,Lyngseidet,NO,69.5763,20.2189,51.48,84,100,8.59,overcast clouds
473,Rio Grande,BR,-32.035,-52.0986,55.51,59,32,5.17,scattered clouds
474,Hosakote,IN,14.2769,77.1699,75.34,72,98,19.57,overcast clouds
475,Nokha,IN,27.6,73.4167,92.12,40,47,9.08,scattered clouds
476,Chumikan,RU,54.7183,135.315,39.15,98,100,13.31,light rain
477,Prince Rupert,CA,54.3161,-130.3201,53.69,94,90,3.44,light rain
478,Baft,IR,29.234,56.6057,76.57,11,0,5.95,clear sky
479,Hami,CN,42.8,93.45,79.9,12,98,7.07,overcast clouds
480,Marsh Harbour,BS,26.5412,-77.0636,80.76,72,100,10.04,overcast clouds
481,Atamanovka,RU,51.93,113.63,59.43,59,100,14.97,overcast clouds
482,Caxito,AO,-8.5785,13.6643,77.65,80,61,5.77,broken clouds
483,Golden,US,39.7555,-105.2211,99.57,15,20,4.0,few clouds
484,Kattivakkam,IN,13.2167,80.3167,87.89,84,100,12.03,overcast clouds
485,Summerville,US,33.0185,-80.1757,89.78,51,1,1.01,clear sky
486,Yangjiang,CN,21.85,111.9667,80.83,91,8,5.3,clear sky
487,Emba,KZ,48.8264,58.1442,82.18,38,83,12.48,broken clouds
488,Saiha,IN,22.4833,92.9667,71.6,98,100,3.24,overcast clouds
489,Tiarei,PF,-17.5333,-149.3333,77.02,75,76,18.25,broken clouds
490,Limuru,KE,-1.1,36.65,58.73,86,99,3.8,light rain
491,Owando,CG,-0.4819,15.8999,76.03,79,96,2.06,light rain
492,General Cepeda,MX,25.3833,-101.45,77.56,41,29,16.13,scattered clouds
493,Jiwani,PK,25.05,61.7417,85.15,85,0,6.87,clear sky
494,Dicabisagan,PH,17.0818,122.4157,79.39,87,96,2.91,overcast clouds
495,Aklavik,CA,68.2191,-135.0107,55.4,67,75,2.3,broken clouds
496,Anadyr,RU,64.75,177.4833,41.5,75,74,4.0,fog
497,Manzhouli,CN,49.6,117.4333,50.13,91,100,24.43,overcast clouds
498,Voh,NC,-20.9667,164.7,68.5,92,57,3.4,broken clouds
499,Creel,MX,27.75,-107.6333,76.37,25,1,15.3,clear sky
500,Cuauhtemoc,MX,28.4167,-106.8667,76.71,28,0,15.12,clear sky
501,Ardmore,US,34.1743,-97.1436,92.55,53,1,1.01,clear sky
502,Yenisehir,TR,40.2644,29.6531,69.85,73,20,3.44,few clouds
503,Lebyazhye,RU,55.2689,66.4947,62.73,87,80,15.57,broken clouds
504,Kyzyl-Suu,KG,42.3414,78.0056,55.0,68,100,7.25,overcast clouds
505,Kargopol,RU,61.5071,38.9456,56.7,63,9,1.66,clear sky
506,Ko Samui,TH,9.5357,99.9357,85.26,69,91,7.83,overcast clouds
507,Harper,LR,4.375,-7.7169,80.67,73,35,7.9,scattered clouds
508,Lubango,AO,-14.9172,13.4925,56.64,50,20,4.97,few clouds
509,Rantepao,ID,-2.9701,119.8978,64.54,96,43,2.35,moderate rain
510,Itaituba,BR,-4.2761,-55.9836,88.9,56,42,2.17,scattered clouds
511,Grand Gaube,MU,-20.0064,57.6608,70.38,82,14,3.0,few clouds
512,Cavalcante,BR,-13.7975,-47.4583,82.58,36,39,4.27,scattered clouds
513,Zacualpan,MX,21.25,-105.1667,96.42,68,52,9.55,broken clouds
514,Tocaima,CO,4.4582,-74.6343,91.36,61,22,3.6,few clouds
515,Maragogi,BR,-9.0122,-35.2225,79.2,78,38,10.42,scattered clouds
516,Gillette,US,44.2911,-105.5022,82.02,36,1,8.99,clear sky
517,Kollo,NE,13.3043,2.339,99.03,23,20,6.38,few clouds
518,Myingyan,MM,21.4667,95.3833,78.57,77,91,20.94,overcast clouds
519,Ugoofaaru,MV,5.6667,73.0,82.71,80,76,12.57,broken clouds
520,Bemidji,US,47.4736,-94.8803,80.69,21,1,8.05,clear sky
521,Taltal,CL,-25.4,-70.4833,66.76,57,1,5.99,clear sky
522,Havre-Saint-Pierre,CA,50.2334,-63.5986,55.76,76,90,10.36,overcast clouds
523,Sao Joaquim,BR,-28.2939,-49.9317,47.71,85,100,2.15,overcast clouds
524,Wencheng,CN,33.0559,113.7978,70.39,61,100,5.66,overcast clouds
525,Benoy,TD,8.9833,16.3199,82.94,53,65,6.64,broken clouds
526,Almaznyy,RU,48.0448,40.045,64.54,98,100,5.93,light rain
527,Chapleau,CA,47.8405,-83.4034,73.49,43,40,11.5,scattered clouds
528,Charagua,BO,-19.8,-63.2167,49.57,82,100,6.55,overcast clouds
529,Bafoulabe,ML,13.8065,-10.8321,102.78,24,13,7.11,few clouds
530,Ocampo,MX,21.65,-101.5,74.28,42,5,16.75,clear sky
531,Yuci,CN,37.6803,112.7319,60.55,88,15,4.47,mist
532,Chardara,KZ,41.2547,67.9692,79.83,26,1,8.81,clear sky
533,Noyabrsk,RU,63.1994,75.4507,55.81,92,70,19.62,broken clouds
534,Camacupa,AO,-12.0167,17.4833,61.75,30,37,0.96,scattered clouds
535,Owosso,US,42.9978,-84.1766,82.65,32,1,1.99,clear sky
536,Amapa,BR,1.0,-52.0,86.56,55,23,4.88,few clouds
537,Bahia Blanca,AR,-38.7196,-62.2724,49.14,40,100,1.14,overcast clouds
538,Shingu,JP,33.7333,135.9833,67.91,90,79,4.12,broken clouds
539,Port-Cartier,CA,50.0334,-66.8654,52.93,93,100,7.02,overcast clouds
540,Muli,MV,2.9167,73.5667,83.35,76,90,10.83,overcast clouds
541,Maun,BW,-19.9833,23.4167,62.56,48,0,0.0,clear sky
542,Laguna,US,38.421,-121.4238,100.62,25,1,1.99,clear sky
543,Golfito,CR,8.639,-83.166,84.65,73,62,4.59,broken clouds
544,Smidovich,RU,48.6,133.8167,62.37,89,100,2.19,light rain
545,Chapais,CA,49.7834,-74.8492,67.78,22,51,9.55,broken clouds
546,Erice,IT,38.037,12.5865,70.99,65,40,11.5,scattered clouds
547,Fontem,CM,5.4685,9.8818,67.15,95,61,1.25,moderate rain
548,Sobolevo,RU,54.4299,31.8996,64.0,75,0,3.47,clear sky
549,Monteagudo,BO,-19.8167,-63.9833,46.18,93,100,1.95,overcast clouds
550,Svetlogorsk,BY,52.6333,29.7333,64.99,80,0,6.4,clear sky
551,Asfi,MA,32.2994,-9.2372,69.01,75,82,8.34,broken clouds
552,Kyshtovka,RU,56.555,76.6271,63.43,98,66,2.68,heavy intensity rain
553,Ostrovnoy,RU,68.0531,39.5131,53.4,57,55,4.47,broken clouds
554,Aktash,RU,50.3,87.7333,43.84,86,73,2.53,broken clouds
555,Gat,IL,31.61,34.7642,75.81,31,0,8.32,clear sky
556,Linxia,CN,35.6003,103.2064,51.98,75,100,3.36,overcast clouds
557,Ballina,AU,-28.8667,153.5667,55.36,54,31,13.8,scattered clouds
558,Wittingen,DE,52.7269,10.7361,90.86,63,7,9.42,clear sky
559,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,72.43,50,84,6.35,broken clouds
560,Benxi,CN,41.2886,123.765,55.72,98,77,5.17,broken clouds
561,Staryy Nadym,RU,65.6118,72.6842,40.28,77,100,23.91,overcast clouds
562,Le Pont-De-Claix,FR,45.1244,5.7064,84.99,77,66,3.2,broken clouds
563,Talavera De La Reina,ES,39.9635,-4.8308,73.17,45,80,7.02,broken clouds
564,Manali,IN,13.1667,80.2667,87.89,84,100,11.56,overcast clouds
565,Banjar,ID,-8.19,114.9675,80.46,89,100,2.68,overcast clouds
566,Gua Musang,MY,4.8823,101.9644,73.13,100,100,2.53,overcast clouds
567,Qasigiannguit,GL,68.8193,-51.1922,39.45,83,100,4.72,overcast clouds
568,Eyrarbakki,IS,63.863,-21.1481,46.45,84,100,6.4,light rain
569,Maradi,NE,13.5,7.1017,88.02,55,0,6.91,clear sky
570,Jambi,ID,-1.6,103.6167,73.63,98,91,3.04,moderate rain
571,Mashhad,IR,36.297,59.6062,80.74,24,0,2.3,clear sky
572,Waw,SS,7.7029,27.9953,75.18,78,99,3.65,overcast clouds
573,Muros,ES,42.7762,-9.0603,61.23,84,100,14.14,light rain
574,Zapolyarnyy,RU,69.4154,30.8136,56.48,65,83,7.92,broken clouds
575,Atotonilco El Alto,MX,20.55,-102.5167,81.48,31,31,8.19,scattered clouds
576,Goure,NE,13.9835,10.2704,96.03,23,72,7.16,broken clouds
577,Haines Junction,CA,60.7522,-137.5108,53.55,50,33,3.44,scattered clouds
578,Constitucion,CL,-35.3333,-72.4167,59.5,65,7,4.27,clear sky
579,San Quintin,MX,30.4833,-115.95,74.62,58,15,8.46,few clouds
580,Emerald,AU,-23.5333,148.1667,51.94,66,62,6.91,broken clouds
581,Gizo,SB,-8.103,156.8419,81.39,75,43,8.66,scattered clouds
582,Shache,CN,38.4167,77.2406,64.24,53,94,4.52,overcast clouds
583,Virginia Beach,US,36.8529,-75.978,82.06,40,20,11.5,few clouds
584,Tagusao,PH,9.1924,117.8141,80.37,79,22,4.18,few clouds
585,Port Macquarie,AU,-31.4333,152.9167,46.36,78,0,7.09,clear sky
586,Muscle Shoals,US,34.7448,-87.6675,89.46,48,20,4.0,few clouds
587,Launceston,AU,-41.45,147.1667,51.44,94,40,1.99,light rain
588,Karlskrona,SE,56.1616,15.5866,72.05,73,10,9.06,clear sky
589,Neiafu,TO,-18.65,-173.9833,72.28,94,75,0.0,broken clouds
590,Japura,ID,-0.3167,102.35,74.91,97,100,2.71,overcast clouds
591,Camabatela,AO,-8.1881,15.375,65.73,52,79,3.11,broken clouds
592,Bicaz,RO,46.9167,26.0667,63.21,95,100,3.94,overcast clouds
593,Margate,GB,51.3813,1.3862,69.12,90,67,7.67,broken clouds
594,Saint-Paul,RE,-21.0096,55.2707,71.69,91,30,3.0,scattered clouds
595,Gimli,CA,50.6336,-96.9907,82.06,31,1,10.36,clear sky
596,Santa Cruz,BO,-17.8,-63.1667,57.25,62,90,17.27,overcast clouds
597,Praia Da Vitoria,PT,38.7333,-27.0667,70.05,56,20,11.27,few clouds
598,Wajima,JP,37.4,136.9,65.14,92,45,5.66,scattered clouds
599,Chute-Aux-Outardes,CA,49.1168,-68.399,62.91,77,90,10.36,overcast clouds
600,Potsdam,DE,52.3989,13.0657,91.31,33,5,5.68,clear sky
601,Tomatlan,MX,19.9333,-105.25,93.58,52,86,8.03,overcast clouds
602,Sholokhovskiy,RU,48.2807,41.0459,64.8,95,99,7.47,moderate rain
603,Ilhabela,BR,-23.7781,-45.3581,65.71,85,73,4.38,broken clouds
604,Barentu,ER,15.1139,37.5928,80.67,47,68,10.2,broken clouds
605,Palana,RU,59.1167,159.9667,39.31,94,100,6.67,moderate rain
606,Ipira,BR,-12.1583,-39.7372,82.99,44,37,15.12,scattered clouds
607,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,66,37,11.39,scattered clouds
608,Montes Altos,BR,-5.8333,-47.0667,91.89,32,0,4.79,clear sky
609,Rongcheng,CN,30.634,117.8517,76.1,98,100,2.64,overcast clouds
610,Dongtai,CN,32.8523,120.3095,74.34,93,100,1.43,light rain
611,Stromness,GB,58.965,-3.296,57.45,84,81,10.8,broken clouds
612,Svetlaya,RU,46.5389,138.3297,52.41,95,100,2.55,overcast clouds
613,Vyartsilya,RU,62.1764,30.693,63.21,64,71,6.38,broken clouds
614,Taos,US,36.4072,-105.5731,89.55,25,1,1.99,clear sky
615,Maues,BR,-3.3836,-57.7186,85.33,70,24,4.03,few clouds
616,Simbahan,PH,6.3032,120.5836,82.85,73,70,5.3,broken clouds
617,Ust-Nera,RU,64.5667,143.2,54.41,51,0,2.28,clear sky
618,Altamirano,MX,16.8833,-92.15,60.93,92,100,1.54,overcast clouds
619,San Francisco,US,37.7749,-122.4194,99.79,51,20,3.44,few clouds
620,Tatawin,TN,32.9297,10.4518,101.28,27,17,16.87,few clouds
621,Rundu,NA,-17.9333,19.7667,62.91,24,1,3.62,clear sky
622,Imperia,IT,43.9667,7.7833,77.0,58,84,4.09,broken clouds
623,Brae,GB,60.3964,-1.353,55.31,77,32,14.56,scattered clouds
624,Sorong,ID,-0.8833,131.25,77.47,86,94,5.17,overcast clouds
625,Bonavista,CA,48.6499,-53.1147,73.4,75,86,13.85,overcast clouds
626,Verkhnevilyuysk,RU,63.4453,120.3167,55.87,67,69,3.67,broken clouds
627,Teknaf,BD,20.8624,92.3058,78.84,90,100,14.83,overcast clouds
628,Lapi,PH,17.716,121.8978,77.9,92,98,2.91,overcast clouds
629,Necochea,AR,-38.5473,-58.7368,51.04,53,97,7.54,overcast clouds
630,College,US,64.8569,-147.8028,56.86,93,90,0.0,moderate rain
631,Saint-Francois,FR,46.4154,3.9054,81.18,57,90,3.44,light rain
632,Lisieux,FR,49.1667,0.1667,64.76,99,99,2.89,overcast clouds
633,Karak,JO,31.1667,35.75,68.72,48,0,7.45,clear sky
634,Pingliang,CN,35.5392,106.6861,56.16,65,96,2.53,overcast clouds
635,Kahului,US,20.8947,-156.47,76.26,82,40,13.8,scattered clouds
636,Mitsamiouli,KM,-11.3847,43.2844,77.76,73,96,8.39,overcast clouds
637,Monrovia,LR,6.3005,-10.7969,85.77,74,76,8.08,broken clouds
638,Port Augusta,AU,-32.5,137.7667,50.14,67,49,15.32,scattered clouds
639,Pemba,MZ,-12.974,40.5178,75.9,94,40,6.91,scattered clouds
640,Altay,CN,47.8667,88.1167,63.86,40,33,7.7,scattered clouds
641,Turochak,RU,52.2576,87.1224,55.47,92,52,2.53,broken clouds
642,San Andres,CO,12.5847,-81.7006,86.02,74,90,11.5,overcast clouds
643,Katsuura,JP,35.1333,140.3,68.14,88,13,8.68,few clouds
644,Buchanan,LR,5.8808,-10.0467,85.96,73,94,8.08,overcast clouds
645,Yumen,CN,40.2833,97.2,65.7,19,99,8.23,overcast clouds
646,Trairi,BR,-3.2778,-39.2689,83.68,70,30,13.02,scattered clouds
647,Victor Harbor,AU,-35.5667,138.6167,51.89,94,94,18.41,light rain
648,Bud,US,39.447,-86.1758,85.01,36,36,2.26,scattered clouds
649,Gari,RU,59.4307,62.3497,56.48,46,52,11.18,broken clouds
650,Loukhi,RU,66.0764,33.0381,60.62,51,84,6.33,broken clouds
651,Zatoka,UA,46.0725,30.4654,68.54,93,100,16.2,overcast clouds
652,Koslan,RU,63.4564,48.8989,50.54,72,53,1.59,broken clouds
653,Meulaboh,ID,4.1363,96.1285,76.64,85,50,3.36,scattered clouds
654,Burns Lake,CA,54.2331,-125.7533,54.82,39,19,4.03,few clouds
655,Nelidovo,RU,56.2211,32.7774,63.63,63,7,1.32,clear sky
656,Numaligarh,IN,26.6333,93.75,80.2,89,47,2.73,scattered clouds
657,Humberto De Campos,BR,-2.5983,-43.4611,85.15,66,18,6.06,few clouds
658,Labuan,MY,5.2767,115.2417,79.16,88,20,1.99,light rain
659,Lukulu,ZM,-14.3707,23.242,63.18,29,29,5.32,scattered clouds
660,Ojinaga,MX,29.5667,-104.4167,94.57,29,1,5.75,clear sky
661,Scarborough,GB,54.2797,-0.4044,67.82,73,89,1.01,overcast clouds
662,Braganca,BR,-1.0536,-46.7656,82.72,83,17,3.51,few clouds
663,Progreso,MX,21.2833,-89.6667,86.11,79,100,12.19,overcast clouds
664,Vallenar,CL,-28.5708,-70.7581,70.7,32,17,6.44,few clouds
665,Cherskiy,RU,68.75,161.3,46.42,62,54,8.28,broken clouds
666,Qala,AZ,40.4418,50.1681,78.69,53,0,6.91,clear sky
667,Marrakesh,MA,31.6315,-8.0083,84.27,32,40,5.75,scattered clouds
668,Sarakhs,IR,36.5449,61.1577,89.74,14,0,0.0,clear sky
669,Storforshei,NO,66.4043,14.5233,51.58,93,75,2.3,broken clouds
670,Eyl,SO,7.9803,49.8164,77.7,81,20,22.59,few clouds
671,Mangrol,IN,21.1167,70.1167,84.69,77,10,14.27,clear sky
672,Moron,AR,-34.6534,-58.6198,51.8,53,17,4.97,few clouds
673,Hof,DE,50.3167,11.9167,83.43,39,0,2.3,clear sky
674,Xifeng,CN,42.7372,124.7222,54.66,94,66,6.15,broken clouds
675,Borgo San Dalmazzo,IT,44.333,7.4858,76.73,88,100,1.23,overcast clouds
676,Tucurui,BR,-3.7661,-49.6725,91.2,47,1,2.57,clear sky
677,Prachuap Khiri Khan,TH,12.2167,99.75,75.29,86,100,2.75,overcast clouds
678,Kirkuk,IQ,35.4681,44.3922,86.38,16,0,9.1,clear sky
679,Barra Do Garcas,BR,-15.89,-52.2567,88.38,29,0,3.44,clear sky
