City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Guerrero Negro,MX,2021-06-14 19:52:01,27.9769,-114.0611,78.42,47,43,9.42
294,Antsohihy,MG,2021-06-14 19:52:01,-14.8796,47.9875,70.02,92,2,0.67
295,Kishni,IN,2021-06-14 19:52:02,27.0247,79.2634,83.1,69,83,8.99
296,Sidrolandia,BR,2021-06-14 19:52:02,-20.9319,-54.9614,83.19,44,0,3.69
297,Kuching,MY,2021-06-14 19:52:03,1.55,110.3333,79.02,94,20,1.14
298,Luganville,VU,2021-06-14 19:52:03,-15.5333,167.1667,76.48,86,10,0.96
299,Pallasovka,RU,2021-06-14 19:52:03,50.05,46.8833,65.08,91,100,1.59
300,Mindelo,CV,2021-06-14 19:52:04,16.8901,-24.9804,81.95,44,0,31.07
301,Baindur,IN,2021-06-14 19:52:04,13.8667,74.6333,79.47,85,100,16.02
302,Pevek,RU,2021-06-14 19:52:05,69.7008,170.3133,33.39,86,66,3.13
303,Krieglach,AT,2021-06-14 19:52:05,47.5333,15.55,58.91,82,1,2.06
304,Muhos,FI,2021-06-14 19:52:05,64.808,25.9931,58.78,93,100,4.56
305,Candolim,IN,2021-06-14 19:52:06,15.5181,73.7626,78.8,100,75,11.5
306,Rajanpur,PK,2021-06-14 19:48:50,29.1035,70.325,99.55,39,0,3.53
307,Santa Rosa,PH,2021-06-14 19:51:12,14.3122,121.1114,82.38,83,20,2.33
308,Constitucion,CL,2021-06-14 19:52:06,-35.3333,-72.4167,56.01,57,100,7.14
309,Caravelas,BR,2021-06-14 19:52:07,-17.7125,-39.2481,72.79,68,8,9.89
310,Hambantota,LK,2021-06-14 19:52:07,6.1241,81.1185,79.45,81,86,17.63
311,Kattivakkam,IN,2021-06-14 19:52:07,13.2167,80.3167,86.09,68,100,15.46
312,Taoudenni,ML,2021-06-14 19:52:08,22.6783,-3.9836,106.66,7,1,10.63
313,Mathbaria,BD,2021-06-14 19:52:08,22.2876,89.9593,81.3,87,100,4.74
314,Yar-Sale,RU,2021-06-14 19:52:08,66.8333,70.8333,62.2,81,100,7.9
315,Bintulu,MY,2021-06-14 19:52:09,3.1667,113.0333,79.21,100,40,0.0
316,Bardiyah,LY,2021-06-14 19:52:09,31.7561,25.0865,72.43,75,0,13.98
317,Teya,RU,2021-06-14 19:52:09,60.3778,92.6267,43.59,74,20,2.62
318,Port Moresby,PG,2021-06-14 19:52:10,-9.4431,147.1797,74.62,100,75,3.44
319,Pangoa,PE,2021-06-14 19:52:10,-12.1167,-73.0,81.32,53,56,3.15
320,Malatya,TR,2021-06-14 19:52:11,38.5,38.0,66.25,37,0,2.3
321,Kefamenanu,ID,2021-06-14 19:52:11,-9.4467,124.4781,66.06,95,21,2.28
322,Andra,RU,2021-06-14 19:52:11,62.5147,65.8878,62.65,77,82,5.26
323,Lar,IN,2021-06-14 19:52:12,26.2039,83.9717,81.63,84,100,13.89
324,Port Macquarie,AU,2021-06-14 19:52:12,-31.4333,152.9167,45.37,83,90,4.83
325,Santa Cruz,BO,2021-06-14 19:50:28,-17.8,-63.1667,82.85,36,3,12.48
326,Anadyr,RU,2021-06-14 19:52:12,64.75,177.4833,43.3,86,40,4.0
327,Sungairaya,ID,2021-06-14 19:52:13,0.7,108.9,79.72,83,52,2.17
328,Saint-Pierre,RE,2021-06-14 19:52:13,-21.3393,55.4781,71.56,69,0,5.75
329,Ronne,DK,2021-06-14 19:52:14,55.1009,14.7066,58.91,88,100,4.61
330,Kroya,ID,2021-06-14 19:52:14,-7.6331,109.2461,72.19,90,72,4.23
331,Ilulissat,GL,2021-06-14 19:52:14,69.2167,-51.1,38.93,69,100,7.7
332,Ledyard,US,2021-06-14 19:52:15,41.4398,-72.0142,68.43,87,90,6.91
333,Port Hedland,AU,2021-06-14 19:52:15,-20.3167,118.5667,59.05,51,45,5.75
334,Robertsport,LR,2021-06-14 19:52:15,6.7533,-11.3686,79.59,83,89,9.89
335,Lloydminster,CA,2021-06-14 19:52:16,53.2835,-110.0016,82.62,44,40,16.11
336,Poplar Bluff,US,2021-06-14 19:52:16,36.757,-90.3929,92.79,38,1,1.99
337,Chingirlau,KZ,2021-06-14 19:52:16,51.095,54.0814,68.59,58,100,5.03
338,Ixtapa,MX,2021-06-14 19:52:17,20.7,-105.2,86.23,71,78,5.99
339,Udachnyy,RU,2021-06-14 19:52:18,66.4167,112.4,44.51,64,77,3.27
340,Chapais,CA,2021-06-14 19:47:56,49.7834,-74.8492,74.98,51,100,3.53
341,Sunland Park,US,2021-06-14 19:52:19,31.7965,-106.58,105.71,23,1,5.01
342,Chipinge,ZW,2021-06-14 19:52:19,-20.1883,32.6236,52.27,64,0,3.62
343,Kamaishi,JP,2021-06-14 19:52:20,39.2667,141.8833,62.13,81,98,2.86
344,Lahad Datu,MY,2021-06-14 19:52:21,5.0268,118.327,77.2,88,100,3.31
345,Lata,PT,2021-06-14 19:52:21,40.1629,-8.3327,69.35,81,27,1.52
346,Dzhebariki-Khaya,RU,2021-06-14 19:52:21,62.2167,135.8,51.55,72,99,3.6
347,Castrillon,ES,2021-06-14 19:52:22,43.3979,-6.7922,66.74,99,98,1.81
348,Lafiagi,NG,2021-06-14 19:52:22,8.8667,5.4167,80.8,77,74,4.59
349,Sapanta,RO,2021-06-14 19:52:22,47.9667,23.7,56.16,89,95,1.41
350,Dumingag,PH,2021-06-14 19:52:23,8.1692,123.3506,73.45,96,76,2.64
351,Licuriciu,RO,2021-06-14 19:52:23,44.9167,23.6167,57.34,78,42,3.91
352,Najran,SA,2021-06-14 19:52:24,17.4924,44.1277,86.65,12,42,4.32
353,Larap,PH,2021-06-14 19:52:24,14.299,122.6504,76.86,90,54,4.83
354,Payson,US,2021-06-14 19:52:24,40.0444,-111.7321,99.52,9,1,5.99
355,Derzhavinsk,KZ,2021-06-14 19:52:25,51.1,66.3167,68.83,40,1,8.46
356,Eunice,US,2021-06-14 19:52:25,30.4944,-92.4176,93.29,56,85,6.17
357,Pathein,MM,2021-06-14 19:52:26,16.7833,94.7333,76.78,93,100,7.07
358,Mujiayingzi,CN,2021-06-14 19:52:26,42.1167,118.7833,65.43,82,16,2.86
359,Hamilton,US,2021-06-14 19:48:50,39.1834,-84.5333,90.79,36,1,14.97
360,Nanga Eboko,CM,2021-06-14 19:52:26,4.6833,12.3667,74.88,81,65,3.36
361,Esperance,AU,2021-06-14 19:52:27,-33.8667,121.9,46.24,67,99,27.67
362,Columbus,US,2021-06-14 19:49:50,39.9612,-82.9988,90.39,38,40,18.41
363,Tual,ID,2021-06-14 19:52:27,-5.6667,132.75,81.01,76,79,9.22
364,Hofn,IS,2021-06-14 19:52:28,64.2539,-15.2082,41.02,65,90,8.05
365,Umm Lajj,SA,2021-06-14 19:52:28,25.0213,37.2685,84.27,60,0,7.99
366,La Asuncion,VE,2021-06-14 19:52:29,11.0333,-63.8628,81.37,78,65,19.69
367,Newport,GB,2021-06-14 19:50:55,51.5877,-2.9984,66.69,81,100,6.42
368,Shahrud,IR,2021-06-14 19:52:29,36.4182,54.9763,70.56,51,0,9.84
369,Savinka,RU,2021-06-14 19:52:29,50.0785,47.0994,65.98,89,100,3.11
370,Kruisfontein,ZA,2021-06-14 19:52:30,-34.0033,24.7314,58.89,92,0,3.91
371,Leningradskiy,RU,2021-06-14 19:52:30,69.3833,178.4167,34.41,97,100,4.92
372,Narok,KE,2021-06-14 19:52:31,-1.0783,35.8601,59.67,82,100,2.57
373,Severodvinsk,RU,2021-06-14 19:52:31,64.5635,39.8302,51.91,58,41,8.32
374,Katete,UG,2021-06-14 19:52:31,-0.7818,29.7544,65.12,73,100,3.36
375,Shingu,JP,2021-06-14 19:52:32,33.7333,135.9833,68.92,92,5,3.56
376,Guaratinga,BR,2021-06-14 19:52:32,-16.5667,-39.5667,72.27,72,100,7.25
377,Muborak,UZ,2021-06-14 19:52:33,39.2553,65.1528,78.39,11,0,17.72
378,Gat,IL,2021-06-14 19:52:33,31.61,34.7642,74.8,100,0,6.17
379,Gizo,SB,2021-06-14 19:52:33,-8.103,156.8419,81.18,79,44,7.23
380,Price,US,2021-06-14 19:52:34,39.5994,-110.8107,95.05,6,1,5.75
381,Lyantonde,UG,2021-06-14 19:52:34,-0.4031,31.1572,65.46,77,99,2.33
382,Shitanjing,CN,2021-06-14 19:52:34,39.2342,106.3439,68.4,50,12,1.79
383,Korla,CN,2021-06-14 19:52:35,41.7597,86.1469,62.73,44,56,1.5
384,Geraldton,AU,2021-06-14 19:52:35,-28.7667,114.6,55.81,82,40,5.75
385,Kavaratti,IN,2021-06-14 19:52:35,10.5669,72.642,83.25,76,100,24.83
386,Wajir,KE,2021-06-14 19:52:36,1.7471,40.0573,80.65,45,100,21.47
387,Copiapo,CL,2021-06-14 19:52:36,-27.3667,-70.3333,58.69,37,100,3.13
388,Sinnamary,GF,2021-06-14 19:52:37,5.3833,-52.95,82.58,76,63,7.0
389,Zyryanka,RU,2021-06-14 19:52:37,65.75,150.85,55.72,84,100,19.22
390,Shimoda,JP,2021-06-14 19:52:37,34.6667,138.95,66.16,86,21,4.74
391,Nanortalik,GL,2021-06-14 19:52:38,60.1432,-45.2371,38.46,85,57,7.14
392,Khatanga,RU,2021-06-14 19:52:38,71.9667,102.5,44.38,87,77,6.67
393,Tiarei,PF,2021-06-14 19:52:38,-17.5333,-149.3333,80.62,78,12,18.61
394,Poum,NC,2021-06-14 19:52:39,-20.2333,164.0167,74.01,82,53,15.26
395,Yenagoa,NG,2021-06-14 19:52:39,4.9247,6.2642,76.64,93,98,4.54
396,Codrington,AU,2021-06-14 19:52:39,-38.2667,141.9667,51.13,65,100,7.65
397,Kerman,IR,2021-06-14 19:52:40,30.2832,57.0788,85.86,12,0,6.91
398,Midland,US,2021-06-14 19:50:00,31.9974,-102.0779,91.06,46,1,9.22
399,Pavino,RU,2021-06-14 19:52:40,59.1139,46.1414,57.78,91,25,3.71
400,Fangshan,CN,2021-06-14 19:52:41,39.6983,115.9925,72.18,79,84,6.71
401,Glencoe,ZA,2021-06-14 19:52:41,-28.1783,30.147,52.03,58,37,4.72
402,Alofi,NU,2021-06-14 19:52:41,-19.0595,-169.9187,75.09,88,73,16.11
403,Progreso,MX,2021-06-14 19:52:42,21.2833,-89.6667,83.1,72,100,11.16
404,Tuatapere,NZ,2021-06-14 19:52:42,-46.1333,167.6833,46.81,97,100,2.77
405,Kashary,RU,2021-06-14 19:52:42,49.04,41.0056,67.87,74,65,4.92
406,Khandyga,RU,2021-06-14 19:52:42,62.6667,135.6,50.95,73,100,2.62
407,Karpathos,GR,2021-06-14 19:52:43,35.507,27.2132,68.58,73,0,10.63
408,Evans,US,2021-06-14 19:51:07,33.5337,-82.1307,92.03,52,40,1.99
409,Moranbah,AU,2021-06-14 19:52:43,-22.0016,148.0466,63.36,87,80,1.59
410,Tabou,CI,2021-06-14 19:52:44,4.423,-7.3528,77.9,86,10,6.62
411,Gidam,IN,2021-06-14 19:52:44,18.9833,81.4,74.91,88,88,5.41
412,Talnakh,RU,2021-06-14 19:52:44,69.4865,88.3972,44.11,88,32,9.48
413,Kirakira,SB,2021-06-14 19:52:45,-10.4544,161.9205,78.04,81,60,8.14
414,Teuchitlan,MX,2021-06-14 19:52:45,20.6833,-103.8667,80.08,42,98,3.09
415,Black River,JM,2021-06-14 19:52:45,18.0264,-77.8487,87.98,63,99,19.57
416,Pontes E Lacerda,BR,2021-06-14 19:48:13,-15.2261,-59.3353,88.12,44,13,3.13
417,Bonavista,CA,2021-06-14 19:52:46,48.6499,-53.1147,59.0,78,20,9.04
418,Burnie,AU,2021-06-14 19:52:46,-41.0667,145.9167,52.92,89,100,1.05
419,General Salgado,BR,2021-06-14 19:52:47,-20.6483,-50.3606,80.44,31,0,2.04
420,Ulaangom,MN,2021-06-14 19:52:47,49.9811,92.0667,52.75,55,38,10.47
421,Griffith,US,2021-06-14 19:52:48,41.5284,-87.4237,84.29,49,1,1.01
422,Cherskiy,RU,2021-06-14 19:52:48,68.75,161.3,56.12,46,88,5.73
423,Trairi,BR,2021-06-14 19:49:06,-3.2778,-39.2689,80.38,71,29,11.7
424,Ukiah,US,2021-06-14 19:52:48,39.1502,-123.2078,82.35,50,90,10.36
425,Lubao,PH,2021-06-14 19:52:49,14.9167,120.55,82.42,81,85,2.35
426,Dolzhanskaya,RU,2021-06-14 19:52:49,46.6311,37.8039,73.9,74,59,12.3
427,Talara,PE,2021-06-14 19:52:50,-4.5772,-81.2719,77.76,65,20,12.66
428,Zambezi,ZM,2021-06-14 19:52:50,-13.5432,23.1047,54.7,38,90,2.26
429,Mount Gambier,AU,2021-06-14 19:51:45,-37.8333,140.7667,49.91,76,73,9.22
430,Kloulklubed,PW,2021-06-14 19:52:50,7.0419,134.2556,81.82,72,100,2.53
431,Woodbury,US,2021-06-14 19:49:32,42.3833,-96.0336,89.11,50,26,6.35
432,Belyy Yar,RU,2021-06-14 19:52:51,53.6039,91.3903,42.69,87,0,2.24
433,West Point,US,2021-06-14 19:52:51,33.6076,-88.6503,91.99,57,40,6.91
434,Chongwe,ZM,2021-06-14 19:52:52,-15.3292,28.682,53.73,61,12,1.9
435,Point Fortin,TT,2021-06-14 19:52:52,10.1833,-61.6833,87.73,73,100,14.99
436,Watsa,CD,2021-06-14 19:52:53,3.0372,29.5355,64.44,89,100,3.15
437,Honningsvag,NO,2021-06-14 19:52:53,70.9821,25.9704,45.93,72,35,11.27
438,Stanceni,RO,2021-06-14 19:52:53,46.9833,25.2333,49.32,96,98,2.84
439,Liling,CN,2021-06-14 19:52:54,27.6667,113.5,80.49,89,100,3.49
440,Vytegra,RU,2021-06-14 19:52:54,61.0064,36.4481,52.32,66,14,5.12
441,Sabla,NG,2021-06-14 19:52:54,12.7525,4.7077,97.2,29,5,8.48
442,Shubarkuduk,KZ,2021-06-14 19:52:55,49.1447,56.4872,72.03,36,0,9.95
443,Bata,GQ,2021-06-14 19:52:55,1.8639,9.7658,84.06,84,40,8.05
444,Eyl,SO,2021-06-14 19:52:55,7.9803,49.8164,78.48,80,100,20.71
445,Marang,MY,2021-06-14 19:52:56,5.2056,103.2059,78.71,87,11,3.4
446,Kiruna,SE,2021-06-14 19:52:56,67.8557,20.2251,52.72,54,96,4.61
447,Victoria,HK,2021-06-14 19:51:02,22.2855,114.1577,85.32,87,49,1.01
448,Alta Floresta,BR,2021-06-14 19:52:57,-9.8756,-56.0861,94.82,34,40,5.75
449,Vestmannaeyjar,IS,2021-06-14 19:52:57,63.4427,-20.2734,45.59,76,40,11.5
450,Peniche,PT,2021-06-14 19:52:57,39.3558,-9.3811,74.68,87,13,10.83
451,Constantine,DZ,2021-06-14 19:52:58,36.365,6.6147,78.21,38,40,6.91
452,Tadine,NC,2021-06-14 19:52:58,-21.55,167.8833,73.24,87,7,4.61
453,Goderich,CA,2021-06-14 19:52:58,43.7501,-81.7165,64.9,88,77,11.5
454,Neftcala,AZ,2021-06-14 19:53:00,39.3742,49.2472,74.34,74,0,10.63
455,Skjervoy,NO,2021-06-14 19:53:00,70.0311,20.9714,44.28,71,52,3.91
456,Palmer,US,2021-06-14 19:48:55,42.1584,-72.3287,65.64,80,90,5.75
457,Verkhniy Avzyan,RU,2021-06-14 19:51:52,53.5289,57.5372,59.4,67,100,2.77
458,Adrar,MR,2021-06-14 19:53:01,20.5022,-10.0711,101.88,8,77,10.63
459,Kiama,AU,2021-06-14 19:53:01,-34.6833,150.8667,50.38,91,98,1.99
460,Porto Velho,BR,2021-06-14 19:51:12,-8.7619,-63.9039,87.85,58,40,3.44
461,Raga,SS,2021-06-14 19:53:02,8.4596,25.678,76.69,70,100,4.5
462,Shumskiy,RU,2021-06-14 19:53:02,54.8318,99.1328,43.57,90,100,4.97
463,Barra Dos Coqueiros,BR,2021-06-14 19:48:21,-10.9089,-37.0386,78.82,69,90,10.36
464,Sovetskiy,RU,2021-06-14 19:53:03,61.3614,63.5842,62.19,79,12,5.86
465,Schoneiche,DE,2021-06-14 19:53:03,52.4667,13.6833,73.4,56,0,6.91
466,Havoysund,NO,2021-06-14 19:53:04,70.9963,24.6622,43.68,74,14,14.29
467,Iqaluit,CA,2021-06-14 19:53:04,63.7506,-68.5145,38.93,69,90,5.99
468,Kashi,CN,2021-06-14 19:53:05,39.4547,75.9797,70.81,26,40,17.9
469,High Level,CA,2021-06-14 19:53:05,58.5169,-117.136,77.11,33,75,3.44
470,Mata,PT,2021-06-14 19:53:05,40.683,-7.4592,69.94,72,4,5.66
471,Lewiston,US,2021-06-14 19:51:03,44.1003,-70.2148,70.75,75,90,10.36
472,Benguela,AO,2021-06-14 19:53:06,-12.5763,13.4055,72.23,82,100,4.12
473,Mehamn,NO,2021-06-14 19:53:06,71.0357,27.8492,46.35,61,0,6.91
474,Palpa,PE,2021-06-14 19:53:07,-14.5336,-75.1856,84.4,28,32,11.32
475,Zabid,YE,2021-06-14 19:53:07,14.1951,43.3152,95.52,26,68,7.92
476,Buncrana,IE,2021-06-14 19:53:07,55.1333,-7.45,55.17,85,31,9.82
477,Monte Alegre De Minas,BR,2021-06-14 19:53:08,-18.8706,-48.8808,79.45,40,27,3.62
478,Srednekolymsk,RU,2021-06-14 19:53:08,67.45,153.6833,58.19,57,100,14.16
479,Zenzeli,RU,2021-06-14 19:53:08,45.9241,47.0474,71.55,75,0,7.61
480,Morogoro,TZ,2021-06-14 19:53:09,-6.8167,37.6667,64.72,70,26,2.71
481,Labuhan,ID,2021-06-14 19:53:09,-6.8844,112.2051,78.66,84,100,6.62
482,Touros,BR,2021-06-14 19:53:09,-5.1989,-35.4608,85.1,80,61,16.17
483,Woodward,US,2021-06-14 19:53:10,36.4337,-99.3904,97.93,40,75,5.75
484,Cozumel,MX,2021-06-14 19:53:10,20.5083,-86.9458,78.01,95,100,7.99
485,Moindou,NC,2021-06-14 19:53:10,-21.6924,165.677,67.95,89,84,8.93
486,Ambon,ID,2021-06-14 19:53:11,-3.6954,128.1814,78.19,82,100,3.74
487,Mongu,ZM,2021-06-14 19:53:11,-15.2484,23.1274,56.39,29,9,5.84
488,Hovd,MN,2021-06-14 19:53:11,48.0056,91.6419,52.27,47,98,10.71
489,Richards Bay,ZA,2021-06-14 19:53:12,-28.783,32.0377,65.64,89,97,3.83
490,Erenhot,CN,2021-06-14 19:53:12,43.6475,111.9767,66.63,55,100,7.31
491,Khorixas,NA,2021-06-14 19:53:12,-20.3667,14.9667,65.59,21,1,10.76
492,Lagoa,PT,2021-06-14 19:53:13,39.05,-27.9833,69.6,72,10,4.14
493,Quatre Cocos,MU,2021-06-14 19:53:13,-20.2078,57.7625,72.09,83,77,8.32
494,Salinas,US,2021-06-14 19:53:14,36.6777,-121.6555,83.98,69,90,9.22
495,Cervo,ES,2021-06-14 19:53:14,43.6702,-7.4101,66.96,94,17,6.6
496,Badamdar,AZ,2021-06-14 19:53:14,40.3394,49.8039,66.15,70,0,3.78
497,Delano,US,2021-06-14 19:53:14,35.7688,-119.247,91.63,41,1,4.61
498,Marsh Harbour,BS,2021-06-14 19:53:15,26.5412,-77.0636,84.29,67,100,15.21
499,Lundazi,ZM,2021-06-14 19:53:15,-12.2929,33.1782,53.87,68,38,3.49
500,Porbandar,IN,2021-06-14 19:53:16,21.6422,69.6093,86.65,67,98,16.08
501,Bac Lieu,VN,2021-06-14 19:53:16,9.285,105.7244,80.42,85,96,5.57
502,Punta Cardon,VE,2021-06-14 19:53:16,11.6581,-70.215,84.9,63,12,30.56
503,Baracoa,CU,2021-06-14 19:53:17,20.3467,-74.4958,83.71,76,100,4.45
504,Porto Santo,PT,2021-06-14 19:53:17,33.072,-16.3415,71.31,78,40,11.5
505,Hailey,US,2021-06-14 19:49:54,43.5196,-114.3153,85.89,25,0,5.01
506,Sorland,NO,2021-06-14 19:53:18,67.667,12.6934,47.34,86,98,9.08
507,Coahuayana,MX,2021-06-14 19:53:18,18.7333,-103.6833,88.18,60,98,8.23
508,Mercedes,AR,2021-06-14 19:53:18,-34.6515,-59.4307,58.84,65,100,13.58
509,Athabasca,CA,2021-06-14 19:53:19,54.7169,-113.2854,73.81,56,90,14.34
510,Vammala,FI,2021-06-14 19:53:19,61.3333,22.9,61.57,86,100,12.73
511,Imamoglu,TR,2021-06-14 19:53:19,37.2651,35.6572,73.0,72,0,2.66
512,Samur,RU,2021-06-14 19:53:20,41.8253,48.486,68.13,71,0,6.11
513,Fortuna,US,2021-06-14 19:48:59,40.5982,-124.1573,74.19,63,40,5.01
514,San Mateo Del Mar,MX,2021-06-14 19:53:20,16.2,-95.0,80.56,81,100,8.72
515,Tigil,RU,2021-06-14 19:53:21,57.8,158.6667,55.71,54,98,9.82
516,Merauke,ID,2021-06-14 19:53:21,-8.4667,140.3333,77.59,90,69,9.55
517,Rio Gallegos,AR,2021-06-14 19:53:21,-51.6226,-69.2181,41.05,60,0,20.71
518,Wencheng,CN,2021-06-14 19:53:22,33.0559,113.7978,78.58,92,100,5.97
519,Christchurch,NZ,2021-06-14 19:52:15,-43.5333,172.6333,43.0,100,90,3.44
520,Jablah,SY,2021-06-14 19:53:22,35.3614,35.9256,71.89,73,40,4.61
521,Benton Harbor,US,2021-06-14 19:52:48,42.1167,-86.4542,77.76,65,1,10.36
522,Port Lavaca,US,2021-06-14 19:53:23,28.615,-96.6261,98.15,56,40,6.91
523,Elko,US,2021-06-14 19:53:23,41.0002,-115.5012,91.06,3,3,10.0
524,Krasnovishersk,RU,2021-06-14 19:53:23,60.4078,57.082,60.58,97,99,4.72
525,Phonhong,LA,2021-06-14 19:53:23,18.5007,102.4166,73.2,94,100,1.86
526,Latung,PH,2021-06-14 19:53:24,5.5,120.8833,82.81,71,100,7.31
527,Tecpan,GT,2021-06-14 19:53:24,14.7623,-90.9947,59.76,84,100,2.33
528,Hobyo,SO,2021-06-14 19:53:25,5.3505,48.5268,77.56,85,99,25.61
529,Ostrovnoy,RU,2021-06-14 19:53:25,68.0531,39.5131,55.15,55,10,7.94
530,Motul,MX,2021-06-14 19:53:25,21.1,-89.2833,82.98,86,100,6.6
531,Omboue,GA,2021-06-14 19:53:26,-1.5746,9.2618,76.53,90,90,5.97
532,Ulladulla,AU,2021-06-14 19:53:26,-35.35,150.4667,49.87,84,98,5.3
533,Malinovoye Ozero,RU,2021-06-14 19:53:26,51.6753,79.7825,55.96,69,5,6.71
534,Biltine,TD,2021-06-14 19:53:27,14.5333,20.9167,96.75,15,96,1.63
535,Bambanglipuro,ID,2021-06-14 19:53:27,-7.95,110.2833,56.61,90,85,3.65
536,Harper,LR,2021-06-14 19:53:27,4.375,-7.7169,77.99,85,16,6.22
537,Paamiut,GL,2021-06-14 19:53:28,61.994,-49.6678,37.24,92,34,5.57
538,Komsomolskiy,UZ,2021-06-14 19:53:28,40.4272,71.7189,74.62,35,88,9.22
539,Nurlat,RU,2021-06-14 19:53:28,54.4277,50.8051,63.07,96,100,3.36
540,Careiro Da Varzea,BR,2021-06-14 19:53:29,-3.2003,-59.8119,79.41,87,97,2.06
541,Langsa,ID,2021-06-14 19:53:29,4.4683,97.9683,74.73,92,20,2.42
542,Ipixuna,BR,2021-06-14 19:53:30,-1.7625,-48.8043,85.95,86,60,4.45
543,Great Yarmouth,GB,2021-06-14 19:53:30,52.6083,1.7305,66.45,89,100,7.31
544,Dezhou,CN,2021-06-14 19:53:30,37.4486,116.2925,75.25,91,36,8.59
545,Jaguarari,BR,2021-06-14 19:49:55,-10.2639,-40.1958,71.6,72,56,9.48
546,Agadez,NE,2021-06-14 19:53:31,19.75,10.25,89.94,11,0,8.68
547,Abu Kamal,SY,2021-06-14 19:53:31,34.4506,40.9171,91.18,14,0,10.56
548,Samana,DO,2021-06-14 19:53:32,19.2056,-69.3369,89.82,70,20,16.11
549,Oranjemund,NA,2021-06-14 19:53:32,-28.55,16.4333,58.68,73,98,3.71
550,Bull Savanna,JM,2021-06-14 19:53:33,17.8868,-77.5902,82.81,68,100,17.83
551,Markivka,UA,2021-06-14 19:53:33,49.5229,39.5705,64.76,82,12,5.41
552,Elat,IL,2021-06-14 19:53:33,29.5581,34.9482,78.57,41,0,13.67
553,Dromolaxia,CY,2021-06-14 19:53:34,34.8761,33.586,74.86,68,0,3.44
554,Cabedelo,BR,2021-06-14 19:53:34,-6.9811,-34.8339,81.27,82,7,12.41
